14:19:00,83,78,81,77,64,78,64,64,64,72,58,67,64,77,70,64,67,70,78,67,0,70,70,73,76,67,58,58,58,58,76,58,0,64,58,67,70,58,64,67,58,58,73,64,58,58,58,0,0,58,58,0,64,0,73,67,0,58,0,0,58,64;
14:18:59,77,58,58,64,70,73,72,58,58,58,70,75,78,75,70,67,75,72,70,67,64,67,58,72,79,72,70,67,64,70,70,58,58,58,67,0,72,58,0,58,64,64,72,67,0,64,64,58,58,0,58,0,0,58,72,70,58,64,0,58,58,58;
14:18:58,67,58,58,73,64,76,75,73,58,58,73,67,67,64,79,75,0,76,75,70,70,64,67,75,80,64,58,72,70,73,72,58,70,58,64,64,70,0,64,58,67,64,67,70,58,58,58,58,64,58,58,0,58,58,70,70,58,58,0,0,0,0;
14:18:57,64,64,58,70,73,72,77,67,64,58,78,72,78,72,79,70,67,75,77,58,0,64,64,75,78,73,67,67,67,75,64,70,67,58,0,64,70,58,0,67,0,64,64,72,64,64,0,58,0,64,58,64,58,58,67,72,0,58,0,0,0,58;
14:18:56,76,70,64,73,72,67,72,58,72,64,70,72,80,76,64,67,64,64,72,64,58,67,58,70,76,0,58,64,70,75,67,67,0,58,0,67,67,0,58,0,0,70,58,64,58,0,58,58,64,58,0,0,58,58,70,72,0,0,0,58,0,0;
14:18:55,0,58,64,70,76,67,75,86,76,64,77,58,58,78,78,87,88,80,80,80,82,83,86,92,94,81,78,67,67,58,75,84,98,82,78,73,75,73,77,77,89,75,70,67,70,67,58,0,72,70,67,64,64,0,67,64,75,75,58,0,58,67;
14:18:54,67,64,0,64,58,78,58,72,70,58,78,67,73,67,73,72,72,77,0,64,58,76,67,72,81,78,76,76,78,78,70,73,76,75,75,78,76,75,76,75,72,67,73,70,64,64,67,67,67,58,64,64,58,64,73,70,67,64,58,58,64,64;
14:18:53,58,67,0,67,70,75,64,77,67,67,73,67,67,73,70,77,70,73,72,70,70,64,75,73,75,67,64,64,0,70,73,58,67,58,58,0,70,0,0,0,67,58,75,58,58,0,58,0,64,64,58,58,58,58,72,67,0,58,0,58,58,0;
14:18:52,72,72,64,73,67,83,0,64,70,64,78,70,78,73,73,72,0,0,70,58,67,72,67,72,76,67,70,70,64,70,73,58,64,0,0,0,75,58,58,58,67,58,73,0,58,0,58,0,58,58,58,0,58,64,75,64,0,0,0,0,0,58;
14:18:51,67,64,64,67,70,75,76,64,72,64,67,77,70,75,64,73,73,77,76,58,64,64,72,75,73,67,64,0,0,58,73,64,64,67,58,58,70,58,58,0,0,58,72,58,0,58,64,64,58,58,0,0,58,58,73,67,64,0,0,0,0,0;
14:18:50,67,67,64,78,58,58,64,64,0,58,67,64,0,67,64,58,58,58,58,64,0,58,0,0,0,0,0,58,0,0,58,0,0,58,0,58,0,58,58,58,58,58,64,64,64,70,67,67,67,58,72,73,76,96,78,76,72,70,64,58,58,72;
14:18:49,77,70,0,0,64,64,64,58,58,64,64,64,67,72,67,67,64,67,58,0,0,58,58,58,58,58,58,58,58,58,58,64,64,67,58,58,64,67,58,58,64,58,64,58,64,64,72,72,75,77,85,91,94,93,83,75,70,67,58,64,0,64;
14:18:48,70,67,70,64,70,75,82,87,64,78,72,64,84,81,91,85,76,84,75,77,76,67,89,78,88,92,80,88,70,75,84,84,94,90,83,86,80,80,78,73,89,77,67,72,72,70,78,79,86,67,75,73,76,67,77,81,77,64,78,67,64,64;
14:18:47,72,75,72,73,75,76,67,78,58,78,75,78,70,78,86,87,89,81,79,78,75,81,87,84,91,86,58,81,82,79,90,85,92,84,73,79,75,77,78,85,81,73,78,64,58,70,64,84,72,72,75,64,64,75,67,81,70,75,64,64,73,72;
14:18:46,58,72,72,64,78,76,73,81,0,76,76,73,77,83,89,90,84,85,81,80,75,83,91,78,76,91,80,87,82,79,95,78,85,93,72,81,81,64,84,77,84,84,76,70,73,67,77,76,85,81,64,64,70,67,72,72,78,72,58,70,67,58;
14:18:45,73,73,67,70,77,64,73,82,72,78,78,78,67,72,83,89,85,78,78,78,77,83,81,89,90,88,70,87,81,84,86,84,96,85,77,82,77,79,81,67,86,80,76,75,76,70,72,0,81,76,75,67,73,58,70,58,70,64,75,64,64,58;
14:18:44,64,58,70,64,67,73,67,84,73,79,70,75,70,73,82,87,86,75,75,58,0,67,77,87,93,82,81,81,78,79,83,86,98,81,73,58,67,64,0,64,89,58,73,0,0,0,58,67,83,76,67,67,64,58,58,75,81,78,70,64,67,64;
14:18:43,64,75,0,64,64,75,67,77,64,70,75,77,77,78,73,72,58,76,70,58,58,64,58,76,75,64,70,58,58,58,73,67,58,0,64,58,70,58,58,0,64,58,75,58,64,0,58,0,64,58,58,0,0,64,70,67,0,0,0,0,0,0;
14:18:42,84,77,73,67,64,73,72,64,58,75,70,67,64,75,70,72,0,78,76,70,75,64,72,76,78,64,58,67,58,70,67,58,58,58,0,0,73,0,58,0,64,58,76,0,58,0,58,58,64,64,58,58,64,58,70,58,64,0,0,0,58,58;
14:18:41,64,67,67,77,73,70,72,82,72,77,78,78,67,83,91,82,83,80,78,81,0,70,91,84,88,91,81,87,58,85,93,89,95,82,79,83,79,77,81,84,86,76,0,73,73,77,77,77,78,78,70,70,0,75,78,75,0,70,73,64,70,0;
14:18:40,81,75,76,76,64,72,58,87,81,67,76,75,70,78,70,88,87,77,78,78,73,73,81,91,93,80,67,73,76,78,84,91,96,58,80,78,73,70,70,67,86,78,72,72,72,64,70,67,83,77,64,67,64,0,67,67,72,78,70,58,67,64;
14:18:39,70,58,64,67,64,67,67,67,67,58,67,78,67,76,64,58,58,70,78,67,64,67,72,75,78,70,58,58,58,72,67,64,64,58,70,58,72,70,58,0,67,70,70,72,64,58,58,64,58,58,58,0,0,64,70,67,58,58,58,0,64,0;
14:18:38,84,75,78,76,82,58,79,78,75,67,70,77,76,70,83,81,79,83,78,78,78,81,82,84,83,86,86,81,78,79,81,86,90,89,79,75,64,64,64,78,83,77,67,78,70,64,72,79,76,64,67,67,72,64,70,58,72,64,0,64,64,58;
14:18:37,78,76,70,64,70,78,73,84,83,78,75,58,82,81,83,79,84,82,79,75,78,81,84,92,89,84,85,85,86,81,79,92,93,89,87,79,82,81,70,78,87,78,75,75,72,76,70,72,78,64,72,64,70,72,70,76,75,72,67,73,67,67;
14:18:36,72,64,72,64,72,64,77,83,77,79,67,72,75,70,73,87,86,83,77,81,82,84,85,90,91,70,70,73,76,80,85,90,97,80,78,79,75,77,72,75,91,73,78,77,76,78,70,70,89,82,72,72,72,67,58,64,77,78,67,0,58,72;
